40,23,61.0
40,4,107.0
40,46,133.0
45,43,126.0
45,5,119.0
45,13,71.0
45,35,78.0
45,19,105.0
45,38,93.0
45,4,68.0
45,37,168.0
38,13,128.0
38,16,143.0
38,11,110.0
19,46,194.0
19,1,59.0
19,31,109.0
19,35,126.0
19,5,101.0
19,43,52.0
19,16,109.0
19,37,102.0
19,23,98.0
19,11,58.0
37,23,160.0
37,43,53.0
37,4,157.0
37,5,84.0
37,35,106.0
37,13,90.0
37,46,88.0
43,20,172.0
43,23,111.0
43,5,143.0
43,11,177.0
5,46,109.0
5,31,125.0
5,11,97.0
5,4,157.0
5,23,199.0
5,13,129.0
46,13,93.0
46,35,78.0
46,16,134.0
46,11,137.0
46,1,176.0
46,31,126.0
46,20,174.0
46,23,169.0
31,16,160.0
31,11,92.0
31,23,147.0
13,35,170.0
13,16,85.0
13,11,112.0
13,20,80.0
35,16,85.0
35,11,55.0
35,4,88.0
1,16,156.0
16,20,133.0
16,4,97.0
20,4,85.0
20,23,130.0
4,23,200.0
